Sample,gene_name,Locus,Scaled reads per base,tpm,Genotype,Timepoint
ERS3382238,glnA_2,IONPJBJN_00015,9206.63444131341,146.872562210693,tvr_rare,20 min post-CSP
ERS3382239,glnA_2,IONPJBJN_00015,14097.6502978554,222.405087488441,tvr_domi,Pre-CSP
ERS3382240,glnA_2,IONPJBJN_00015,18131.9819931527,287.963930881636,tvr_domi,10 min post-CSP
ERS3382241,glnA_2,IONPJBJN_00015,14357.7295457256,230.042156490163,tvr_domi,20 min post-CSP
ERS3382242,glnA_2,IONPJBJN_00015,15632.7572884074,246.093000550027,tvr_rare,Pre-CSP
ERS3382243,glnA_2,IONPJBJN_00015,10000.0164678539,159.969352269599,tvr_rare,10 min post-CSP
ERS3382244,glnA_2,IONPJBJN_00015,10711.1678231376,175.183513115603,tvr_rare,20 min post-CSP
ERS3382227,glnR_2,IONPJBJN_00016,6652.15182034142,738.871475041614,tvr_domi,Pre-CSP
ERS3382228,glnR_2,IONPJBJN_00016,8219.49650047382,937.16245136934,tvr_domi,10 min post-CSP
ERS3382229,glnR_2,IONPJBJN_00016,6681.78220316908,778.791040299766,tvr_domi,20 min post-CSP
ERS3382230,glnR_2,IONPJBJN_00016,2830.57908968926,332.708670572903,tvr_rare,Pre-CSP
ERS3382231,glnR_2,IONPJBJN_00016,1716.67836739434,190.603480142291,tvr_rare,10 min post-CSP
ERS3382232,glnR_2,IONPJBJN_00016,1792.96152656239,203.836972304888,tvr_rare,20 min post-CSP
ERS3382233,glnR_2,IONPJBJN_00016,4899.33257139169,544.50207727932,tvr_domi,Pre-CSP
ERS3382234,glnR_2,IONPJBJN_00016,3377.96556897055,368.27936496527,tvr_domi,10 min post-CSP
ERS3382235,glnR_2,IONPJBJN_00016,4797.5648654502,550.702053721396,tvr_domi,20 min post-CSP
ERS3382236,glnR_2,IONPJBJN_00016,2728.52765066455,314.981870835986,tvr_rare,Pre-CSP
ERS3382237,glnR_2,IONPJBJN_00016,1586.86103418564,174.670097055222,tvr_rare,10 min post-CSP
ERS3382238,glnR_2,IONPJBJN_00016,2063.92700091704,229.510420828171,tvr_rare,20 min post-CSP
ERS3382239,glnR_2,IONPJBJN_00016,3162.77185310178,353.201224190465,tvr_domi,Pre-CSP
ERS3382240,glnR_2,IONPJBJN_00016,4199.94808018854,468.576833668063,tvr_domi,10 min post-CSP
ERS3382241,glnR_2,IONPJBJN_00016,3367.27793165341,370.913399363143,tvr_domi,20 min post-CSP
ERS3382242,glnR_2,IONPJBJN_00016,3585.39110771535,402.818558675584,tvr_rare,Pre-CSP
ERS3382243,glnR_2,IONPJBJN_00016,1987.05039069332,218.862346802953,tvr_rare,10 min post-CSP
ERS3382244,glnR_2,IONPJBJN_00016,2391.62816328012,258.952061988805,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00017,2847.11413989901,165.409667395919,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00017,2610.21558207607,152.906266965156,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00017,2332.27264437865,137.144449752256,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00017,2932.38943177793,173.927863252961,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00017,1628.87665032422,93.9170362514489,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00017,2386.55991330926,139.104804872923,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00017,2503.36054355068,144.177359891824,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00017,1861.64889129075,107.367403980564,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00017,2281.58143106714,132.842741046672,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00017,2708.27457742092,158.326262843107,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00017,1624.03167122245,93.9271629612658,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00017,2535.73444070599,147.155071985175,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00017,2157.51080645915,124.565986524779,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00017,2474.46953400132,143.400028855437,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00017,1918.70017748971,110.29954903457,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00017,3063.81820604466,178.084041953981,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00017,1794.48111913371,103.175231322643,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00017,2468.88049521605,141.801774327158,tvr_rare,20 min post-CSP
ERS3382227,pgk_5,IONPJBJN_00018,34440.2421372117,636.202964776095,tvr_domi,Pre-CSP
ERS3382228,pgk_5,IONPJBJN_00018,19014.8251678326,344.539469407467,tvr_domi,10 min post-CSP
ERS3382229,pgk_5,IONPJBJN_00018,22707.7663075951,405.668381931639,tvr_domi,20 min post-CSP
ERS3382230,pgk_5,IONPJBJN_00018,42266.9456122033,756.046478452334,tvr_rare,Pre-CSP
ERS3382231,pgk_5,IONPJBJN_00018,11891.0074549798,217.548840033524,tvr_rare,10 min post-CSP
ERS3382232,pgk_5,IONPJBJN_00018,12690.5718932538,232.382512736171,tvr_rare,20 min post-CSP
ERS3382233,pgk_5,IONPJBJN_00018,41861.8294354522,766.312424875348,tvr_domi,Pre-CSP
ERS3382234,pgk_5,IONPJBJN_00018,26353.7570937466,490.605491059302,tvr_domi,10 min post-CSP
ERS3382235,pgk_5,IONPJBJN_00018,34701.5953759346,623.78772641085,tvr_domi,20 min post-CSP
ERS3382236,pgk_5,IONPJBJN_00018,72818.5336397655,1305.03489265774,tvr_rare,Pre-CSP
ERS3382237,pgk_5,IONPJBJN_00018,22823.1497238831,420.007066185306,tvr_rare,10 min post-CSP
ERS3382238,pgk_5,IONPJBJN_00018,28016.659581811,516.485540980885,tvr_rare,20 min post-CSP
ERS3382239,pgk_5,IONPJBJN_00018,48767.4434642492,889.478069935371,tvr_domi,Pre-CSP
ERS3382240,pgk_5,IONPJBJN_00018,23698.4076746184,434.792450471183,tvr_domi,10 min post-CSP
ERS3382241,pgk_5,IONPJBJN_00018,23343.1761346292,431.536964002308,tvr_domi,20 min post-CSP
ERS3382242,pgk_5,IONPJBJN_00018,77397.4582222098,1409.33810465481,tvr_rare,Pre-CSP
ERS3382243,pgk_5,IONPJBJN_00018,29386.3919023751,542.795714158201,tvr_rare,10 min post-CSP
ERS3382244,pgk_5,IONPJBJN_00018,29449.4975497169,555.091794424614,tvr_rare,20 min post-CSP
ERS3382227,strH_1,IONPJBJN_00019,10802.650032561,40.9908222428895,tvr_domi,Pre-CSP
ERS3382228,strH_1,IONPJBJN_00019,11096.9510448702,40.827467574114,tvr_domi,10 min post-CSP
ERS3382229,strH_1,IONPJBJN_00019,15007.9631826206,53.9773790948305,tvr_domi,20 min post-CSP
ERS3382230,strH_1,IONPJBJN_00019,9534.47227037925,34.2256330853022,tvr_rare,Pre-CSP
ERS3382231,strH_1,IONPJBJN_00019,14255.1187896491,53.5133932130265,tvr_rare,10 min post-CSP
ERS3382232,strH_1,IONPJBJN_00019,14413.925720943,53.877024026766,tvr_rare,20 min post-CSP
ERS3382233,strH_1,IONPJBJN_00019,12829.3412172441,48.3899688261146,tvr_domi,Pre-CSP
ERS3382234,strH_1,IONPJBJN_00019,14343.9409601403,55.0880087133199,tvr_domi,10 min post-CSP
ERS3382235,strH_1,IONPJBJN_00019,13160.7673154954,47.8613181793475,tvr_domi,20 min post-CSP
ERS3382236,strH_1,IONPJBJN_00019,8085.13201964899,29.2169245550018,tvr_rare,Pre-CSP
ERS3382237,strH_1,IONPJBJN_00019,12351.7112723051,46.4719825612362,tvr_rare,10 min post-CSP
ERS3382238,strH_1,IONPJBJN_00019,10888.2679405401,41.1033581269153,tvr_rare,20 min post-CSP
ERS3382239,strH_1,IONPJBJN_00019,11629.3508678159,43.3138369879829,tvr_domi,Pre-CSP
ERS3382240,strH_1,IONPJBJN_00019,10174.0660311236,38.2925658917354,tvr_domi,10 min post-CSP
ERS3382241,strH_1,IONPJBJN_00019,12442.8514067605,47.533645603047,tvr_domi,20 min post-CSP
ERS3382242,strH_1,IONPJBJN_00019,6014.64189416169,22.2989192086568,tvr_rare,Pre-CSP
ERS3382243,strH_1,IONPJBJN_00019,10976.1772563703,41.713559578546,tvr_rare,10 min post-CSP
ERS3382244,strH_1,IONPJBJN_00019,9958.66302735013,39.0598376087288,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00020,14921.741680893,190.173421869987,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00020,17280.7832104283,215.051826022812,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00020,20352.8868386593,248.882583184337,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00020,11177.1584567217,136.679286271757,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00020,8158.90409521602,102.940434960463,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00020,8107.95864362096,102.180512225998,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00020,10734.9558625566,135.740609783581,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00020,9051.281284655,116.447523668877,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00020,11976.4028028027,147.646393417722,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00020,11118.1272249396,136.473918912776,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00020,8221.17275659966,104.187808274062,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00020,8538.65096874509,108.46871980537,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00020,8673.23153303841,108.88946226321,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00020,10628.5443841806,134.466780522533,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00020,10391.9834793914,132.852168241023,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00020,11343.2846487436,142.012013000836,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00020,8999.45165137817,114.758168111374,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00020,8381.09341009702,109.539614253513,tvr_rare,20 min post-CSP
ERS3382227,pyrG,IONPJBJN_00021,8796.25377805089,114.057044191179,tvr_domi,Pre-CSP
ERS3382228,pyrG,IONPJBJN_00021,8252.75524172033,104.507816883701,tvr_domi,10 min post-CSP
ERS3382229,pyrG,IONPJBJN_00021,8117.80678337299,101.026091666394,tvr_domi,20 min post-CSP
ERS3382230,pyrG,IONPJBJN_00021,8454.66456746883,105.224066779397,tvr_rare,Pre-CSP
ERS3382231,pyrG,IONPJBJN_00021,7655.04784712365,98.266003271467,tvr_rare,10 min post-CSP
ERS3382232,pyrG,IONPJBJN_00021,7329.36986655749,93.9849904557318,tvr_rare,20 min post-CSP
ERS3382233,pyrG,IONPJBJN_00021,7042.79057137556,90.5999951478402,tvr_domi,Pre-CSP
ERS3382234,pyrG,IONPJBJN_00021,7595.9996153063,99.4193485823724,tvr_domi,10 min post-CSP
ERS3382235,pyrG,IONPJBJN_00021,7196.08596443167,90.2790402943045,tvr_domi,20 min post-CSP
ERS3382236,pyrG,IONPJBJN_00021,10267.019712903,128.256251685645,tvr_rare,Pre-CSP
ERS3382237,pyrG,IONPJBJN_00021,9526.48677857299,122.84029745584,tvr_rare,10 min post-CSP
ERS3382238,pyrG,IONPJBJN_00021,8735.52066936495,112.906389247743,tvr_rare,20 min post-CSP
ERS3382239,pyrG,IONPJBJN_00021,8571.05794633389,109.489414075655,tvr_domi,Pre-CSP
ERS3382240,pyrG,IONPJBJN_00021,8897.54995697456,114.528697497512,tvr_domi,10 min post-CSP
ERS3382241,pyrG,IONPJBJN_00021,7924.33474007317,103.059459449905,tvr_domi,20 min post-CSP
ERS3382242,pyrG,IONPJBJN_00021,11420.1346393896,145.482129044251,tvr_rare,Pre-CSP
ERS3382243,pyrG,IONPJBJN_00021,10289.1102422202,133.48384940559,tvr_rare,10 min post-CSP
ERS3382244,pyrG,IONPJBJN_00021,8827.86765024616,117.364204584442,tvr_rare,20 min post-CSP
ERS3382227,rpoE,IONPJBJN_00022,15796.2936906855,777.177283888644,tvr_domi,Pre-CSP
ERS3382228,rpoE,IONPJBJN_00022,19347.4125802977,952.575310833038,tvr_domi,10 min post-CSP
ERS3382229,rpoE,IONPJBJN_00022,22544.5816962083,1116.20472310926,tvr_domi,20 min post-CSP
ERS3382230,rpoE,IONPJBJN_00022,21031.1869718694,1046.46750790064,tvr_rare,Pre-CSP
ERS3382231,rpoE,IONPJBJN_00022,9261.1453742287,451.259913718377,tvr_rare,10 min post-CSP
ERS3382232,rpoE,IONPJBJN_00022,12144.3795845054,597.625166381943,tvr_rare,20 min post-CSP
ERS3382233,rpoE,IONPJBJN_00022,13488.867560338,655.628760188213,tvr_domi,Pre-CSP
ERS3382234,rpoE,IONPJBJN_00022,8757.94215600981,428.703328822293,tvr_domi,10 min post-CSP
ERS3382235,rpoE,IONPJBJN_00022,13461.8238015617,659.48235731544,tvr_domi,20 min post-CSP
ERS3382236,rpoE,IONPJBJN_00022,21931.0082058552,1079.63784929849,tvr_rare,Pre-CSP
ERS3382237,rpoE,IONPJBJN_00022,12086.5693746579,594.441199402401,tvr_rare,10 min post-CSP
ERS3382238,rpoE,IONPJBJN_00022,15448.3196239891,758.432758971748,tvr_rare,20 min post-CSP
ERS3382239,rpoE,IONPJBJN_00022,11635.4973250133,569.415923597095,tvr_domi,Pre-CSP
ERS3382240,rpoE,IONPJBJN_00022,13647.4168443621,668.527629791775,tvr_domi,10 min post-CSP
ERS3382241,rpoE,IONPJBJN_00022,11099.4642089818,541.25006261909,tvr_domi,20 min post-CSP
ERS3382242,rpoE,IONPJBJN_00022,23832.5382756505,1170.93703629354,tvr_rare,Pre-CSP
ERS3382243,rpoE,IONPJBJN_00022,14985.0068433722,731.236539670044,tvr_rare,10 min post-CSP
ERS3382244,rpoE,IONPJBJN_00022,13368.1701016888,653.011771048408,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00023,4486.30685686364,336.659921669409,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00023,7018.74125616015,534.426920968608,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00023,9158.42249752425,704.980902012319,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00023,3193.47384477763,248.105851238354,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00023,3091.80462324997,230.903500485056,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00023,2936.76462688758,223.086900347908,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00023,2606.69617580455,194.847741398509,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00023,3160.52936660904,234.954062886919,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00023,3444.3787409649,262.327984600207,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00023,3338.24144931476,255.172118706518,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00023,3412.26111178896,253.886136330246,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00023,3001.57617968326,225.238418110071,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00023,2705.6794915289,202.210878004809,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00023,3474.48700912121,260.26854257648,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00023,4062.64615069825,301.510808434219,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00023,3517.01721897877,265.384693389077,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00023,4019.15435661257,297.901348749148,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00023,3028.77062436872,222.577693897199,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00024,3181.72651076435,302.842240138923,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00024,5254.88111694866,510.871533237423,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00024,6565.04244271544,649.323904808679,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00024,1927.78048314568,192.376979965897,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00024,2178.62090989318,206.412798608007,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00024,1689.61791311195,163.817380762202,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00024,1721.44017031671,163.499898408193,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00024,2307.90551797887,216.799130593939,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00024,2310.19029363655,225.403439509765,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00024,2345.41246683837,230.304833334833,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00024,2457.21817587506,232.081647763051,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00024,2209.51901207313,210.309575766265,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00024,1869.08523648206,178.480359620574,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00024,2624.61248890451,249.533915159712,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00024,3063.36403069319,288.258516473542,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00024,2680.70849724217,257.71242741919,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00024,2853.39309764181,269.178083219756,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00024,2435.24572139687,226.159584355272,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00025,3898.03775635405,164.069625582428,tvr_domi,Pre-CSP
ERS3382228,NA,IONPJBJN_00025,6775.60838911669,284.6514656603,tvr_domi,10 min post-CSP
ERS3382229,NA,IONPJBJN_00025,7967.17483440055,335.224695463105,tvr_domi,20 min post-CSP
ERS3382230,NA,IONPJBJN_00025,2365.34279215871,99.8859149247382,tvr_rare,Pre-CSP
ERS3382231,NA,IONPJBJN_00025,2458.64013449673,102.597169604604,tvr_rare,10 min post-CSP
ERS3382232,NA,IONPJBJN_00025,2281.58618433289,95.9304271814343,tvr_rare,20 min post-CSP
ERS3382233,NA,IONPJBJN_00025,2031.57420328141,84.5043796066272,tvr_domi,Pre-CSP
ERS3382234,NA,IONPJBJN_00025,2610.37582572585,109.759830444608,tvr_domi,10 min post-CSP
ERS3382235,NA,IONPJBJN_00025,3060.7408053248,127.874434875582,tvr_domi,20 min post-CSP
ERS3382236,NA,IONPJBJN_00025,2814.18348444683,118.015181740884,tvr_rare,Pre-CSP
ERS3382237,NA,IONPJBJN_00025,2823.45098231187,118.976273368352,tvr_rare,10 min post-CSP
ERS3382238,NA,IONPJBJN_00025,2605.08975936512,109.670029654512,tvr_rare,20 min post-CSP
ERS3382239,NA,IONPJBJN_00025,2364.58872087619,99.1194281241205,tvr_domi,Pre-CSP
ERS3382240,NA,IONPJBJN_00025,3180.21227551677,133.490466924147,tvr_domi,10 min post-CSP
ERS3382241,NA,IONPJBJN_00025,3689.3605984319,154.335578563773,tvr_domi,20 min post-CSP
ERS3382242,NA,IONPJBJN_00025,3173.45255491401,133.284844636231,tvr_rare,Pre-CSP
ERS3382243,NA,IONPJBJN_00025,3294.54268839564,138.035824886157,tvr_rare,10 min post-CSP
ERS3382244,NA,IONPJBJN_00025,2754.83605376632,116.002259609144,tvr_rare,20 min post-CSP
ERS3382227,ribU,IONPJBJN_00026,19701.5791156289,1032.98338278323,tvr_domi,Pre-CSP
ERS3382228,ribU,IONPJBJN_00026,38139.7482377225,2006.10068233608,tvr_domi,10 min post-CSP
ERS3382229,ribU,IONPJBJN_00026,46836.4940004968,2480.24440633849,tvr_domi,20 min post-CSP
ERS3382230,ribU,IONPJBJN_00026,11670.0687427698,621.390113747106,tvr_rare,Pre-CSP
ERS3382231,ribU,IONPJBJN_00026,7950.22734821847,413.434218424744,tvr_rare,10 min post-CSP
ERS3382232,ribU,IONPJBJN_00026,7928.36149014884,415.840482053334,tvr_rare,20 min post-CSP
ERS3382233,ribU,IONPJBJN_00026,11737.9842856259,609.11463798611,tvr_domi,Pre-CSP
ERS3382234,ribU,IONPJBJN_00026,12660.3798246397,659.582005041491,tvr_domi,10 min post-CSP
ERS3382235,ribU,IONPJBJN_00026,23293.1992366983,1218.70393896423,tvr_domi,20 min post-CSP
ERS3382236,ribU,IONPJBJN_00026,10787.1842307808,567.530109901812,tvr_rare,Pre-CSP
ERS3382237,ribU,IONPJBJN_00026,8901.31939712516,465.200349512493,tvr_rare,10 min post-CSP
ERS3382238,ribU,IONPJBJN_00026,9266.61102452551,484.846308502149,tvr_rare,20 min post-CSP
ERS3382239,ribU,IONPJBJN_00026,8745.44444394236,455.356101246768,tvr_domi,Pre-CSP
ERS3382240,ribU,IONPJBJN_00026,15310.2395186097,799.470124084517,tvr_domi,10 min post-CSP
ERS3382241,ribU,IONPJBJN_00026,15276.6286412013,793.613567517589,tvr_domi,20 min post-CSP
ERS3382242,ribU,IONPJBJN_00026,12014.5919199754,629.630387814595,tvr_rare,Pre-CSP
ERS3382243,ribU,IONPJBJN_00026,10586.6515619414,550.367495841937,tvr_rare,10 min post-CSP
ERS3382244,ribU,IONPJBJN_00026,8241.68028041544,428.245552364516,tvr_rare,20 min post-CSP
ERS3382227,trmL,IONPJBJN_00027,898.710905090615,56.2742636245019,tvr_domi,Pre-CSP
ERS3382228,trmL,IONPJBJN_00027,942.713286366608,59.7092816078316,tvr_domi,10 min post-CSP
ERS3382229,trmL,IONPJBJN_00027,892.494297661697,56.661969639682,tvr_domi,20 min post-CSP
ERS3382230,trmL,IONPJBJN_00027,1858.85658721523,119.170742741839,tvr_rare,Pre-CSP
ERS3382231,trmL,IONPJBJN_00027,1796.04687373102,111.620795280702,tvr_rare,10 min post-CSP
ERS3382232,trmL,IONPJBJN_00027,1672.56120021237,105.292294289354,tvr_rare,20 min post-CSP
ERS3382233,trmL,IONPJBJN_00027,1589.92763735067,98.5757890356538,tvr_domi,Pre-CSP
ERS3382234,trmL,IONPJBJN_00027,1440.44350330827,89.4570957054732,tvr_domi,10 min post-CSP
ERS3382235,trmL,IONPJBJN_00027,1350.57278704906,84.9589535308929,tvr_domi,20 min post-CSP
ERS3382236,trmL,IONPJBJN_00027,1461.60000008486,92.4350224641843,tvr_rare,Pre-CSP
ERS3382237,trmL,IONPJBJN_00027,1443.64893191072,89.8356990150968,tvr_rare,10 min post-CSP
ERS3382238,trmL,IONPJBJN_00027,1421.12453656755,88.8323928346745,tvr_rare,20 min post-CSP
ERS3382239,trmL,IONPJBJN_00027,1450.40399773043,90.2049743108849,tvr_domi,Pre-CSP
ERS3382240,trmL,IONPJBJN_00027,1476.48654949412,92.2270000840736,tvr_domi,10 min post-CSP
ERS3382241,trmL,IONPJBJN_00027,1241.53233091538,76.9027268187562,tvr_domi,20 min post-CSP
ERS3382242,trmL,IONPJBJN_00027,1607.06892203979,100.851177727441,tvr_rare,Pre-CSP
ERS3382243,trmL,IONPJBJN_00027,1433.26686187468,88.7497841527754,tvr_rare,10 min post-CSP
ERS3382244,trmL,IONPJBJN_00027,1394.94657827587,86.05975119076,tvr_rare,20 min post-CSP
ERS3382227,ecfT_1,IONPJBJN_00028,1867.48260654582,55.4456114680096,tvr_domi,Pre-CSP
ERS3382228,ecfT_1,IONPJBJN_00028,1795.97202731157,52.7899236088769,tvr_domi,10 min post-CSP
ERS3382229,ecfT_1,IONPJBJN_00028,1808.8386539107,52.7511152737245,tvr_domi,20 min post-CSP
ERS3382230,ecfT_1,IONPJBJN_00028,2900.02513634646,84.8425578025256,tvr_rare,Pre-CSP
ERS3382231,ecfT_1,IONPJBJN_00028,2594.19084194812,76.3104168402818,tvr_rare,10 min post-CSP
ERS3382232,ecfT_1,IONPJBJN_00028,2508.34013229209,74.1550276120396,tvr_rare,20 min post-CSP
ERS3382233,ecfT_1,IONPJBJN_00028,1986.42810987516,58.3259902658541,tvr_domi,Pre-CSP
ERS3382234,ecfT_1,IONPJBJN_00028,2239.4216747154,66.7503484080699,tvr_domi,10 min post-CSP
ERS3382235,ecfT_1,IONPJBJN_00028,2026.90451554808,59.2171916168115,tvr_domi,20 min post-CSP
ERS3382236,ecfT_1,IONPJBJN_00028,2892.0524242489,84.4277188257373,tvr_rare,Pre-CSP
ERS3382237,ecfT_1,IONPJBJN_00028,2423.5212106339,71.918091471907,tvr_rare,10 min post-CSP
ERS3382238,ecfT_1,IONPJBJN_00028,2395.40063637932,71.0778691132998,tvr_rare,20 min post-CSP
ERS3382239,ecfT_1,IONPJBJN_00028,2262.41513417167,66.595314483332,tvr_domi,Pre-CSP
ERS3382240,ecfT_1,IONPJBJN_00028,2056.51454758319,60.7355684918628,tvr_domi,10 min post-CSP
ERS3382241,ecfT_1,IONPJBJN_00028,2024.44096708463,59.9099010252364,tvr_domi,20 min post-CSP
ERS3382242,ecfT_1,IONPJBJN_00028,2681.83864416344,79.0126148704853,tvr_rare,Pre-CSP
ERS3382243,ecfT_1,IONPJBJN_00028,2573.68548478086,76.2851386939196,tvr_rare,10 min post-CSP
ERS3382244,ecfT_1,IONPJBJN_00028,2479.27092024368,74.3784373658073,tvr_rare,20 min post-CSP
ERS3382227,ykoD_1,IONPJBJN_00029,5677.34039506168,69.8179647923039,tvr_domi,Pre-CSP
ERS3382228,ykoD_1,IONPJBJN_00029,5516.36363433502,66.2172801976225,tvr_domi,10 min post-CSP
ERS3382229,ykoD_1,IONPJBJN_00029,5530.70305977136,65.2190207504457,tvr_domi,20 min post-CSP
ERS3382230,ykoD_1,IONPJBJN_00029,7449.00226775632,87.8319365431789,tvr_rare,Pre-CSP
ERS3382231,ykoD_1,IONPJBJN_00029,9220.12344960525,112.245370230322,tvr_rare,10 min post-CSP
ERS3382232,ykoD_1,IONPJBJN_00029,8437.05286897768,102.57845116462,tvr_rare,20 min post-CSP
ERS3382233,ykoD_1,IONPJBJN_00029,6557.96078566492,80.0222927642248,tvr_domi,Pre-CSP
ERS3382234,ykoD_1,IONPJBJN_00029,7814.00651636168,97.0158968694242,tvr_domi,10 min post-CSP
ERS3382235,ykoD_1,IONPJBJN_00029,6983.88296460895,83.0393061956906,tvr_domi,20 min post-CSP
ERS3382236,ykoD_1,IONPJBJN_00029,7487.09856196908,88.6293606178186,tvr_rare,Pre-CSP
ERS3382237,ykoD_1,IONPJBJN_00029,8030.51887431415,98.1875458855287,tvr_rare,10 min post-CSP
ERS3382238,ykoD_1,IONPJBJN_00029,7650.44813339038,93.7676303749958,tvr_rare,20 min post-CSP
ERS3382239,ykoD_1,IONPJBJN_00029,7295.80866866836,88.3674358629341,tvr_domi,Pre-CSP
ERS3382240,ykoD_1,IONPJBJN_00029,6786.49800702453,82.8440904789239,tvr_domi,10 min post-CSP
ERS3382241,ykoD_1,IONPJBJN_00029,6741.71325590189,83.178571427765,tvr_domi,20 min post-CSP
ERS3382242,ykoD_1,IONPJBJN_00029,6513.03670725407,78.6583136447023,tvr_rare,Pre-CSP
ERS3382243,ykoD_1,IONPJBJN_00029,7627.19483928859,93.8525211164808,tvr_rare,10 min post-CSP
ERS3382244,ykoD_1,IONPJBJN_00029,7049.73878571098,88.9418848953233,tvr_rare,20 min post-CSP
ERS3382227,NA,IONPJBJN_00030,806.431065090001,165.995153412267,tvr_domi,Pre-CSP
